# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2016 04 15 30786 30786.5 2492 16  4.000  2.000  0.333  0.667  1.333  2.000  1.333  1.667   27    7    2    3    5    7    5    6     8  33    112.4    113.2 2
2016 04 16 30787 30787.5 2492 17  0.333  0.333  2.000  2.333  2.000  3.000  3.667  3.667    2    2    7    9    7   15   22   22    11  42    113.2    114.0 2
2016 04 17 30788 30788.5 2492 18  3.667  4.000  3.333  2.000  2.667  3.000  4.000  2.667   22   27   18    7   12   15   27   12    18  36    102.1    102.9 2
2016 04 18 30789 30789.5 2492 19  2.333  1.000  1.667  1.333  0.667  0.000  1.000  0.667    9    4    6    5    3    0    4    3     4  31     94.6     95.4 2
2016 04 19 30790 30790.5 2492 20  0.000  0.333  0.333  0.333  1.000  0.333  0.000  0.333    0    2    2    2    4    2    0    2     2  28     89.1     89.9 2
2016 04 20 30791 30791.5 2492 21  0.000  1.333  1.000  1.333  0.667  0.333  0.333  0.667    0    5    4    5    3    2    2    3     3  25     83.2     84.0 2
2016 04 21 30792 30792.5 2492 22  0.333  1.667  0.667  1.000  1.000  1.333  1.333  1.000    2    6    3    4    4    5    5    4     4  26     76.8     77.5 2
2016 04 22 30793 30793.5 2492 23  2.000  1.333  1.333  1.667  3.000  3.667  2.667  4.000    7    5    5    6   15   22   12   27    12  21     76.6     77.5 2
2016 04 23 30794 30794.5 2492 24  1.333  2.333  1.000  1.667  2.333  1.667  2.667  4.667    5    9    4    6    9    6   12   39    11  13     78.7     79.6 2
2016 04 24 30795 30795.5 2492 25  1.333  1.333  1.667  1.667  3.000  4.000  3.333  1.000    5    5    6    6   15   27   18    4    11  37     81.8     82.8 2
2016 04 25 30796 30796.5 2492 26  1.000  1.333  1.667  1.667  1.667  1.333  1.000  0.000    4    5    6    6    6    5    4    0     4  45     81.9     82.9 2
2016 04 26 30797 30797.5 2492 27  0.667  0.667  0.667  1.333  1.667  1.000  2.000  2.667    3    3    3    5    6    4    7   12     5  57     85.2     86.3 2
2016 04 27 30798 30798.5 2493  1  1.000  2.000  2.333  1.667  2.667  3.000  2.333  2.333    4    7    9    6   12   15    9    9     9  76     92.6     93.8 2
2016 04 28 30799 30799.5 2493  2  2.000  1.000  1.000  1.000  1.000  0.333  0.667  0.333    7    4    4    4    4    2    3    2     4  90     94.9     96.3 2
2016 04 29 30800 30800.5 2493  3  0.667  1.000  0.000  0.333  0.333  0.333  1.000  0.667    3    4    0    2    2    2    4    3     2  82     92.4     93.8 2
2016 04 30 30801 30801.5 2493  4  0.333  1.333  1.333  1.333  2.000  2.000  2.333  3.000    2    5    5    5    7    7    9   15     7  89     94.0     95.4 2
2016 05 01 30802 30802.5 2493  5  2.333  2.000  2.000  2.333  3.000  3.333  4.000  3.667    9    7    7    9   15   18   27   22    14  87     92.2     93.6 2
2016 05 02 30803 30803.5 2493  6  5.000  5.667  1.667  2.333  2.667  3.333  4.667  4.667   48   67    6    9   12   18   39   39    30  83     89.8     91.3 2
2016 05 03 30804 30804.5 2493  7  3.333  3.333  2.333  1.667  1.333  1.667  1.667  2.333   18   18    9    6    5    6    6    9    10  73     90.0     91.5 2
2016 05 04 30805 30805.5 2493  8  1.667  1.000  0.000  1.000  1.000  1.000  0.333  0.667    6    4    0    4    4    4    2    3     3  71     90.1     91.6 2
2016 05 05 30806 30806.5 2493  9  0.000  1.333  1.667  2.000  2.000  2.333  1.000  2.000    0    5    6    7    7    9    4    7     6  60     87.1     88.7 2
2016 05 06 30807 30807.5 2493 10  2.333  1.667  1.667  2.667  3.000  3.667  4.333  3.000    9    6    6   12   15   22   32   15    15  57     89.6     91.2 2
2016 05 07 30808 30808.5 2493 11  3.667  1.000  1.333  2.000  1.667  2.000  1.000  3.000   22    4    5    7    6    7    4   15     9  34     88.0     89.7 2
2016 05 08 30809 30809.5 2493 12  5.667  6.333  6.000  4.667  5.333  5.667  5.667  6.333   67   94   80   39   56   67   67   94    70  44     84.0     85.6 2
2016 05 09 30810 30810.5 2493 13  6.333  3.667  2.667  3.333  3.667  3.000  4.000  4.000   94   22   12   18   22   15   27   27    30  52     88.5     90.2 2
2016 05 10 30811 30811.5 2493 14  3.000  3.667  3.000  2.333  3.333  2.333  2.000  2.333   15   22   15    9   18    9    7    9    13  76     88.7     90.5 2
2016 05 11 30812 30812.5 2493 15  2.667  1.667  0.333  0.333  0.333  1.333  1.333  2.000   12    6    2    2    2    5    5    7     5  79     93.9     95.8 2
2016 05 12 30813 30813.5 2493 16  0.667  1.000  0.667  1.000  1.000  0.000  0.667  1.000    3    4    3    4    4    0    3    4     3  83     92.0     93.9 2
2016 05 13 30814 30814.5 2493 17  1.000  0.667  1.667  1.333  2.000  1.667  2.333  2.000    4    3    6    5    7    6    9    7     6  78     93.4     95.4 2
2016 05 14 30815 30815.5 2493 18  2.333  1.333  2.000  2.000  2.000  1.000  2.667  3.333    9    5    7    7    7    4   12   18     9  88    101.2    103.4 2
2016 05 15 30816 30816.5 2493 19  3.000  2.667  2.000  1.333  3.333  3.667  3.667  1.000   15   12    7    5   18   22   22    4    13  87    108.4    110.8 2
2016 05 16 30817 30817.5 2493 20  2.333  3.000  2.667  3.000  3.333  2.333  2.333  1.333    9   15   12   15   18    9    9    5    12  55    102.0    104.3 2
2016 05 17 30818 30818.5 2493 21  2.333  2.000  3.333  2.667  3.000  2.667  2.667  3.000    9    7   18   12   15   12   12   15    12  38    103.2    105.6 2
2016 05 18 30819 30819.5 2493 22  1.667  2.667  1.667  2.333  2.333  1.333  0.667  1.000    6   12    6    9    9    5    3    4     7  30    102.3    104.7 2
2016 05 19 30820 30820.5 2493 23  1.333  0.667  2.333  1.667  2.333  2.667  2.000  0.667    5    3    9    6    9   12    7    3     7  43     98.8    101.2 2
2016 05 20 30821 30821.5 2493 24  2.333  2.333  1.333  1.000  1.000  0.333  0.667  2.000    9    9    5    4    4    2    3    7     5  46     99.5    102.0 2
2016 05 21 30822 30822.5 2493 25  2.333  3.000  4.667  2.333  2.667  3.333  3.000  1.000    9   15   39    9   12   18   15    4    15  18     97.8    100.2 2
2016 05 22 30823 30823.5 2493 26  1.667  2.333  2.000  2.667  2.333  1.000  0.667  0.000    6    9    7   12    9    4    3    0     6  28     97.4     99.8 2
2016 05 23 30824 30824.5 2493 27  0.333  1.000  1.333  1.667  0.667  0.000  1.000  0.333    2    4    5    6    3    0    4    2     3  16     97.4     99.8 2
2016 05 24 30825 30825.5 2494  1  1.333  1.000  1.000  2.333  1.333  0.333  0.667  0.667    5    4    4    9    5    2    3    3     4  25     94.3     96.7 2
2016 05 25 30826 30826.5 2494  2  0.333  1.000  0.333  1.000  0.667  0.333  0.333  0.000    2    4    2    4    3    2    2    0     2  35     93.6     96.1 2
2016 05 26 30827 30827.5 2494  3  0.000  0.333  0.333  0.333  0.333  0.667  1.333  1.000    0    2    2    2    2    3    5    4     2  34     91.7     94.2 2
2016 05 27 30828 30828.5 2494  4  2.333  2.333  1.000  2.000  2.000  2.000  3.000  3.000    9    9    4    7    7    7   15   15     9  34     90.4     92.8 2
2016 05 28 30829 30829.5 2494  5  3.000  2.333  4.000  2.333  2.000  3.333  2.667  2.333   15    9   27    9    7   18   12    9    13  33     87.7     90.1 2
2016 05 29 30830 30830.5 2494  6  1.667  1.333  1.333  1.667  1.000  1.333  1.667  3.000    6    5    5    6    4    5    6   15     6  33     83.0     85.3 2
2016 05 30 30831 30831.5 2494  7  4.000  2.667  2.667  2.333  1.000  2.000  1.333  2.333   27   12   12    9    4    7    5    9    11  41     86.2     88.7 2
2016 05 31 30832 30832.5 2494  8  1.667  1.000  2.333  1.667  1.333  2.333  3.333  3.667    6    4    9    6    5    9   18   22    10  36     86.6     89.0 2
2016 06 01 30833 30833.5 2494  9  1.667  1.000  1.000  0.667  1.333  1.333  2.000  1.333    6    4    4    3    5    5    7    5     5  41     86.0     88.4 2
2016 06 02 30834 30834.5 2494 10  0.333  1.000  0.333  0.667  0.667  0.333  0.333  0.667    2    4    2    3    3    2    2    3     3  14     85.2     87.7 2
2016 06 03 30835 30835.5 2494 11  1.000  0.333  0.333  0.333  0.000  0.333  0.333  0.667    4    2    2    2    0    2    2    3     2   0     83.2     85.7 2
2016 06 04 30836 30836.5 2494 12  0.667  0.333  0.333  0.333  0.333  0.667  1.333  1.333    3    2    2    2    2    3    5    5     3  10     80.0     82.4 2
2016 06 05 30837 30837.5 2494 13  1.333  2.000  2.000  3.667  5.333  4.667  5.333  4.667    5    7    7   22   56   39   56   39    29   0     79.1     81.5 2
2016 06 06 30838 30838.5 2494 14  4.333  5.333  3.667  4.000  3.667  2.000  3.000  1.667   32   56   22   27   22    7   15    6    23   0     78.5     80.8 2
2016 06 07 30839 30839.5 2494 15  1.667  1.333  0.667  2.333  2.000  2.000  3.000  3.000    6    5    3    9    7    7   15   15     8  12     78.5     80.8 2
2016 06 08 30840 30840.5 2494 16  2.000  2.000  0.667  2.000  1.667  1.667  0.333  0.333    7    7    3    7    6    6    2    2     5  14     80.1     82.6 2
2016 06 09 30841 30841.5 2494 17  2.000  0.667  0.333  0.333  1.000  0.667  0.667  0.333    7    3    2    2    4    3    3    2     3  19     85.2     87.8 2
2016 06 10 30842 30842.5 2494 18  0.333  1.000  0.333  0.667  1.333  1.333  3.333  2.333    2    4    2    3    5    5   18    9     6  33     84.9     87.5 2
2016 06 11 30843 30843.5 2494 19  3.000  1.333  1.667  1.333  2.000  2.000  2.000  3.333   15    5    6    5    7    7    7   18     9  44     88.2     90.9 2
2016 06 12 30844 30844.5 2494 20  1.333  1.667  2.333  1.667  2.667  3.000  3.667  2.000    5    6    9    6   12   15   22    7    10  42     94.1     97.1 2
2016 06 13 30845 30845.5 2494 21  2.667  3.667  1.333  1.667  2.000  1.000  1.667  0.667   12   22    5    6    7    4    6    3     8  38     91.0     93.9 2
2016 06 14 30846 30846.5 2494 22  2.667  1.667  1.333  1.667  2.000  2.667  6.333  4.000   12    6    5    6    7   12   94   27    21  38     87.6     90.4 2
2016 06 15 30847 30847.5 2494 23  4.333  2.000  2.333  3.000  2.667  2.333  1.000  0.667   32    7    9   15   12    9    4    3    11  40     87.3     90.1 2
2016 06 16 30848 30848.5 2494 24  1.667  1.333  1.333  2.000  2.333  2.000  1.333  1.333    6    5    5    7    9    7    5    5     6  28     88.2     91.0 2
2016 06 17 30849 30849.5 2494 25  1.333  1.667  1.667  2.000  2.667  2.333  2.333  0.667    5    6    6    7   12    9    9    3     7  39     86.6     89.4 2
2016 06 18 30850 30850.5 2494 26  1.667  2.333  2.333  2.333  2.333  1.333  1.667  1.667    6    9    9    9    9    5    6    6     7  47     83.6     86.3 2
2016 06 19 30851 30851.5 2494 27  1.667  1.667  2.000  0.667  1.000  1.333  0.667  0.000    6    6    7    3    4    5    3    0     4  50     85.2     87.9 2
2016 06 20 30852 30852.5 2495  1  1.000  1.000  1.333  0.333  0.667  0.667  1.000  1.000    4    4    5    2    3    3    4    4     4  36     84.3     87.1 2
2016 06 21 30853 30853.5 2495  2  0.667  0.667  0.333  0.667  1.000  0.667  0.667  0.333    3    3    2    3    4    3    3    2     3  24     80.2     82.9 2
2016 06 22 30854 30854.5 2495  3  0.667  1.000  0.667  1.333  1.667  3.333  4.667  3.333    3    4    3    5    6   18   39   18    12  23     78.3     80.9 2
2016 06 23 30855 30855.5 2495  4  1.667  3.000  0.667  0.667  1.000  3.333  2.667  3.667    6   15    3    3    4   18   12   22    10  12     77.5     80.0 2
2016 06 24 30856 30856.5 2495  5  3.333  3.667  3.000  1.667  2.333  2.333  1.667  3.000   18   22   15    6    9    9    6   15    12  12     75.7     78.2 2
2016 06 25 30857 30857.5 2495  6  2.667  2.000  1.667  0.667  1.000  1.000  2.000  2.667   12    7    6    3    4    4    7   12     7   0     77.1     79.6 2
2016 06 26 30858 30858.5 2495  7  1.667  1.333  1.667  1.333  2.000  3.000  3.000  3.667    6    5    6    5    7   15   15   22    10   0     76.6     79.2 2
2016 06 27 30859 30859.5 2495  8  3.000  2.333  2.667  1.000  1.000  1.000  1.333  2.000   15    9   12    4    4    4    5    7     8   0     75.4     78.0 2
2016 06 28 30860 30860.5 2495  9  2.333  1.667  1.333  1.333  2.000  1.333  1.000  0.333    9    6    5    5    7    5    4    2     5   0     73.1     75.5 2
2016 06 29 30861 30861.5 2495 10  1.667  1.000  1.000  0.667  0.667  1.000  1.667  0.667    6    4    4    3    3    4    6    3     4   0     73.6     76.0 2
2016 06 30 30862 30862.5 2495 11  0.333  0.667  0.333  0.667  0.333  2.000  3.000  2.667    2    3    2    3    2    7   15   12     6   0     72.9     75.4 2
2016 07 01 30863 30863.5 2495 12  3.333  2.000  2.333  2.000  1.333  0.667  0.000  0.333   18    7    9    7    5    3    0    2     6   0     72.0     74.4 2
2016 07 02 30864 30864.5 2495 13  0.667  1.000  1.000  0.667  1.333  1.000  2.667  3.667    3    4    4    3    5    4   12   22     7  11     70.9     73.3 2
2016 07 03 30865 30865.5 2495 14  2.667  2.000  1.333  1.333  1.000  2.333  2.000  2.667   12    7    5    5    4    9    7   12     8  19     72.3     74.8 2
2016 07 04 30866 30866.5 2495 15  1.667  1.667  2.000  1.333  1.000  0.333  1.667  1.000    6    6    7    5    4    2    6    4     5   0     73.8     76.3 2
2016 07 05 30867 30867.5 2495 16  1.000  1.333  0.667  0.333  0.333  0.333  0.667  0.667    4    5    3    2    2    2    3    3     3  13     72.4     74.9 2
2016 07 06 30868 30868.5 2495 17  0.000  0.333  0.333  0.667  0.667  1.000  1.333  2.667    0    2    2    3    3    4    5   12     4  13     77.1     79.7 2
2016 07 07 30869 30869.5 2495 18  2.667  2.667  2.667  2.667  3.333  4.333  4.667  4.333   12   12   12   12   18   32   39   32    21  25     83.3     86.1 2
2016 07 08 30870 30870.5 2495 19  3.333  2.333  3.333  3.667  4.000  3.667  4.000  2.333   18    9   18   22   27   22   27    9    19  41     87.1     90.0 2
2016 07 09 30871 30871.5 2495 20  3.333  2.333  3.333  2.333  3.000  3.000  2.333  1.667   18    9   18    9   15   15    9    6    12  56     92.2     95.3 2
2016 07 10 30872 30872.5 2495 21  2.333  2.000  2.000  2.667  2.667  1.667  2.333  2.000    9    7    7   12   12    6    9    7     9  50     94.4     97.6 2
2016 07 11 30873 30873.5 2495 22  2.333  2.667  1.333  2.000  2.667  2.333  2.667  2.667    9   12    5    7   12    9   12   12    10  62     94.7     97.8 2
2016 07 12 30874 30874.5 2495 23  3.000  4.333  4.333  3.667  2.333  1.667  2.667  3.333   15   32   32   22    9    6   12   18    18  59     92.4     95.5 2
2016 07 13 30875 30875.5 2495 24  3.000  2.000  1.333  1.667  1.667  1.667  1.333  2.000   15    7    5    6    6    6    5    7     7  53     96.8    100.0 2
2016 07 14 30876 30876.5 2495 25  1.667  2.333  4.000  3.333  1.667  2.000  1.667  2.000    6    9   27   18    6    7    6    7    11  58     95.1     98.2 2
2016 07 15 30877 30877.5 2495 26  2.333  3.000  2.667  2.667  1.667  2.333  1.667  2.667    9   15   12   12    6    9    6   12    10  69    102.1    105.4 2
2016 07 16 30878 30878.5 2495 27  2.667  1.333  1.333  1.333  3.000  1.333  1.667  1.000   12    5    5    5   15    5    6    4     7  60    106.6    110.1 2
2016 07 17 30879 30879.5 2496  1  1.333  1.333  0.667  1.000  1.333  1.333  1.333  2.000    5    5    3    4    5    5    5    7     5  39    105.2    108.6 2
2016 07 18 30880 30880.5 2496  2  0.667  0.667  1.000  0.667  0.333  0.333  0.333  1.333    3    3    4    3    2    2    2    5     3  64    107.1    110.6 2
2016 07 19 30881 30881.5 2496  3  1.000  0.667  0.333  0.667  0.667  0.667  0.333  5.000    4    3    2    3    3    3    2   48     8  59    100.8    104.1 2
2016 07 20 30882 30882.5 2496  4  5.000  4.667  3.667  2.333  2.333  2.333  2.667  1.000   48   39   22    9    9    9   12    4    19  56    108.0    111.5 2
2016 07 21 30883 30883.5 2496  5  0.667  0.333  1.000  1.333  1.333  2.667  0.667  2.000    3    2    4    5    5   12    3    7     5  52    100.1    103.3 2
2016 07 22 30884 30884.5 2496  6  1.333  1.333  1.333  1.667  2.333  2.667  2.333  1.667    5    5    5    6    9   12    9    6     7  39     90.4     93.3 2
2016 07 23 30885 30885.5 2496  7  2.000  3.000  3.000  1.333  1.000  0.333  0.667  1.667    7   15   15    5    4    2    3    6     7  27     86.2     88.9 2
2016 07 24 30886 30886.5 2496  8  1.667  0.667  1.000  1.333  1.667  3.667  4.667  4.000    6    3    4    5    6   22   39   27    14  13     82.2     84.8 2
2016 07 25 30887 30887.5 2496  9  4.000  3.667  3.000  3.000  3.667  3.333  2.667  2.333   27   22   15   15   22   18   12    9    18   0     73.6     75.9 2
2016 07 26 30888 30888.5 2496 10  0.667  1.333  0.667  0.333  1.000  1.000  1.000  1.333    3    5    3    2    4    4    4    5     4   0     73.5     75.9 2
2016 07 27 30889 30889.5 2496 11  0.667  0.333  0.000  0.000  0.333  0.333  0.667  2.000    3    2    0    0    2    2    3    7     2   0     71.6     73.8 2
2016 07 28 30890 30890.5 2496 12  2.333  3.333  3.000  1.667  2.000  2.667  4.000  3.333    9   18   15    6    7   12   27   18    14  13     70.3     72.5 2
2016 07 29 30891 30891.5 2496 13  3.333  3.667  3.000  3.000  2.333  2.333  2.667  1.667   18   22   15   15    9    9   12    6    13  15     70.5     72.6 2
2016 07 30 30892 30892.5 2496 14  3.000  1.333  1.000  1.000  0.667  0.667  1.000  1.000   15    5    4    4    3    3    4    4     5  21     71.0     73.1 2
2016 07 31 30893 30893.5 2496 15  1.667  0.333  0.333  1.000  0.333  1.000  0.667  0.000    6    2    2    4    2    4    3    0     3  16     71.5     73.7 2
2016 08 01 30894 30894.5 2496 16  1.333  0.333  0.000  0.000  0.333  0.667  0.667  1.333    5    2    0    0    2    3    3    5     2  12     71.9     74.1 2
2016 08 02 30895 30895.5 2496 17  1.000  1.333  1.333  2.333  2.333  3.667  4.333  5.000    4    5    5    9    9   22   32   48    17  12     74.9     77.1 2
2016 08 03 30896 30896.5 2496 18  5.000  4.000  4.667  5.000  4.000  4.667  3.000  3.000   48   27   39   48   27   39   15   15    32   0     74.8     77.0 2
2016 08 04 30897 30897.5 2496 19  3.667  3.333  2.667  2.667  3.000  4.000  3.000  1.667   22   18   12   12   15   27   15    6    16  16     76.3     78.5 2
2016 08 05 30898 30898.5 2496 20  1.333  3.667  3.667  4.000  3.000  2.667  2.000  3.333    5   22   22   27   15   12    7   18    16  38     79.8     82.1 2
2016 08 06 30899 30899.5 2496 21  3.000  1.667  2.667  3.333  2.667  2.667  2.000  3.333   15    6   12   18   12   12    7   18    12  39     83.1     85.5 2
2016 08 07 30900 30900.5 2496 22  4.333  1.667  1.333  1.333  2.667  3.000  1.667  2.667   32    6    5    5   12   15    6   12    12  51     92.7     95.3 2
2016 08 08 30901 30901.5 2496 23  3.333  2.000  1.667  1.667  2.667  3.667  2.333  0.667   18    7    6    6   12   22    9    3    10  81     96.4     99.0 2
2016 08 09 30902 30902.5 2496 24  1.333  2.667  1.667  3.333  3.333  2.667  1.667  3.333    5   12    6   18   18   12    6   18    12  72     92.3     94.9 2
2016 08 10 30903 30903.5 2496 25  3.667  3.000  3.333  3.333  2.000  2.667  3.000  3.000   22   15   18   18    7   12   15   15    15  77     95.0     97.6 2
2016 08 11 30904 30904.5 2496 26  1.667  0.667  1.333  1.667  1.333  2.333  3.000  3.000    6    3    5    6    5    9   15   15     8  79     94.7     97.2 2
2016 08 12 30905 30905.5 2496 27  3.667  3.333  2.000  2.333  2.000  1.667  1.000  1.000   22   18    7    9    7    6    4    4    10  71     94.8     97.3 2
2016 08 13 30906 30906.5 2497  1  1.333  1.333  1.000  0.667  1.000  1.333  1.667  0.667    5    5    4    3    4    5    6    3     4  58     90.5     92.9 2
2016 08 14 30907 30907.5 2497  2  1.333  0.333  0.667  1.000  1.667  0.333  0.667  0.333    5    2    3    4    6    2    3    2     3  59     87.2     89.4 2
2016 08 15 30908 30908.5 2497  3  0.667  0.333  1.333  0.667  0.333  1.000  0.000  1.000    3    2    5    3    2    4    0    4     3  63     87.6     89.8 2
2016 08 16 30909 30909.5 2497  4  0.000  0.333  0.667  0.667  1.667  1.000  1.000  3.333    0    2    3    3    6    4    4   18     5  80     86.5     88.7 2
2016 08 17 30910 30910.5 2497  5  2.667  3.000  1.333  1.000  1.333  0.333  1.667  2.667   12   15    5    4    5    2    6   12     8  58     82.9     84.9 2
2016 08 18 30911 30911.5 2497  6  1.667  3.000  1.000  1.000  1.667  1.000  0.667  1.667    6   15    4    4    6    4    3    6     6  49     82.4     84.4 2
2016 08 19 30912 30912.5 2497  7  0.333  0.000  1.333  1.333  1.000  1.333  1.000  0.667    2    0    5    5    4    5    4    3     4  47     80.8     82.7 2
2016 08 20 30913 30913.5 2497  8  2.000  1.333  1.333  0.333  0.667  0.000  0.000  0.333    7    5    5    2    3    0    0    2     3  16     78.1     80.0 2
2016 08 21 30914 30914.5 2497  9  0.000  0.000  0.333  1.000  2.667  3.667  2.333  2.667    0    0    2    4   12   22    9   12     8  14     76.7     78.4 2
2016 08 22 30915 30915.5 2497 10  1.333  1.000  1.000  0.667  0.333  0.667  1.333  1.000    5    4    4    3    2    3    5    4     4  28     80.0     81.8 2
2016 08 23 30916 30916.5 2497 11  1.333  2.000  0.333  2.333  3.333  3.000  5.000  4.667    5    7    2    9   18   15   48   39    18  48     81.3     83.1 2
2016 08 24 30917 30917.5 2497 12  5.333  2.667  1.667  3.333  3.667  2.000  2.000  3.667   56   12    6   18   22    7    7   22    19  49     78.0     79.7 2
2016 08 25 30918 30918.5 2497 13  2.000  1.333  2.333  2.667  2.000  2.667  2.667  3.333    7    5    9   12    7   12   12   18    10  48     78.7     80.3 2
2016 08 26 30919 30919.5 2497 14  2.667  1.667  0.333  0.667  1.000  2.000  1.667  1.667   12    6    2    3    4    7    6    6     6  49     81.9     83.6 2
2016 08 27 30920 30920.5 2497 15  2.000  2.333  0.667  1.667  1.000  0.667  0.667  0.000    7    9    3    6    4    3    3    0     4  58     83.9     85.6 2
2016 08 28 30921 30921.5 2497 16  0.333  0.333  0.333  1.000  0.667  0.333  0.333  0.333    2    2    2    4    3    2    2    2     2  64     85.4     87.1 2
2016 08 29 30922 30922.5 2497 17  1.000  0.000  0.333  1.333  1.667  1.667  2.333  3.000    4    0    2    5    6    6    9   15     6  68     87.8     89.5 2
2016 08 30 30923 30923.5 2497 18  2.667  2.333  1.667  1.667  3.333  4.333  4.000  4.000   12    9    6    6   18   32   27   27    17  74    100.4    102.3 2
2016 08 31 30924 30924.5 2497 19  1.667  0.667  1.000  0.667  0.667  0.667  2.667  2.667    6    3    4    3    3    3   12   12     6  77     97.5     99.3 2
2016 09 01 30925 30925.5 2497 20  4.000  3.667  4.000  3.000  4.000  3.333  4.667  5.000   27   22   27   15   27   18   39   48    28  78     95.2     96.9 2
2016 09 02 30926 30926.5 2497 21  6.000  5.333  3.000  3.333  4.667  4.000  2.667  5.000   80   56   15   18   39   27   12   48    37  67     94.6     96.3 2
2016 09 03 30927 30927.5 2497 22  3.667  5.667  4.667  4.000  4.333  4.667  4.333  4.333   22   67   39   27   32   39   32   32    36  65     99.0    100.7 2
2016 09 04 30928 30928.5 2497 23  4.333  3.333  4.000  3.667  3.667  4.000  4.333  3.667   32   18   27   22   22   27   32   22    25  49     97.4     99.0 2
2016 09 05 30929 30929.5 2497 24  3.000  3.333  3.333  2.333  1.333  3.333  4.667  3.000   15   18   18    9    5   18   39   15    17  31     93.8     95.3 2
2016 09 06 30930 30930.5 2497 25  3.000  3.000  3.000  2.333  2.667  2.333  3.667  2.333   15   15   15    9   12    9   22    9    13  43     92.4     93.9 2
2016 09 07 30931 30931.5 2497 26  3.000  3.333  1.333  2.000  3.333  3.333  1.333  1.667   15   18    5    7   18   18    5    6    12  57     93.0     94.4 2
2016 09 08 30932 30932.5 2497 27  3.000  3.667  3.000  2.333  2.333  2.000  2.333  1.667   15   22   15    9    9    7    9    6    12  53     94.5     95.9 2
2016 09 09 30933 30933.5 2498  1  2.000  0.333  0.333  0.000  1.000  0.667  0.667  1.667    7    2    2    0    4    3    3    6     3  79     91.0     92.3 2
2016 09 10 30934 30934.5 2498  2  1.000  1.333  1.333  0.667  0.000  0.000  0.333  1.667    4    5    5    3    0    0    2    6     3  78     93.0     94.3 2
2016 09 11 30935 30935.5 2498  3  0.667  0.333  0.667  0.667  1.000  1.000  1.000  0.667    3    2    3    3    4    4    4    3     3  67     86.4     87.5 2
